retweet_count,reply_count,favorite_count,num_hashtags,num_urls,num_mentions,clean,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,url_ratio,hashtag_ratio,mention_ratio,entropy,wavelet_avg,label
0,0,0,1,0,0,.Es malo querer #Libertad?,55,4,41,0,0,0,0,0.038461538,0,4.074875776,0.009746607,bot
0,0,0,1,0,0,.Es malo querer #Libertad?,64,8,41,0,1,0,0,0.038461538,0,4.074875776,0.009746607,bot
0,0,0,1,0,0,.Es malo querer #Libertad?,43,2,34,0,0,0,0,0.038461538,0,4.074875776,0.009746607,bot
0,0,0,1,0,0,#TendrianQueExtinguirce :') porfaaa,76,8,38,0,0,0,0,0.028571429,0,4.24301016,-0.020792311,bot
0,0,0,1,0,0,#TendrianQueExtinguirce :') porfaaa,71,3,39,0,0,0,0,0.028571429,0,4.24301016,-0.020792311,bot
0,0,0,1,0,0,#TendrianQueExtinguirce :') porfaaa,59,3,35,0,0,0,0,0.028571429,0,4.24301016,-0.020792311,bot
0,0,0,0,0,0,;Por Ti deje los Poloche y me cambien a camisa*music*solo canto,45,0,38,0,0,0,0,0,0,4.033556521,-0.004247725,bot
0,0,0,0,0,0,;Por Ti deje los Poloche y me cambien a camisa*music*solo canto,45,2,36,0,0,0,0,0,0,4.033556521,-0.004247725,bot
0,0,0,0,0,0,;Por Ti deje los Poloche y me cambien a camisa*music*solo canto,42,5,39,0,0,0,0,0,0,4.033556521,-0.004247725,bot
0,0,0,0,0,0,[CONCIERTO] ?Aparecen motos en el escenario para I AM THE BEST!,34,4,45,0,0,0,0,0,0,4.477224472,0.046410705,bot
0,0,0,0,0,0,"~Que seria d tii & de mii , sin la fuerza q ayuda a segu?r...(8",64,4,41,0,0,0,0,0,0,4.025665489,0.061034791,bot
0,0,0,0,0,0,"~Que seria d tii & de mii , sin la fuerza q ayuda a segu?r...(8",46,8,36,0,0,0,0,0,0,4.025665489,0.061034791,bot
0,0,0,0,0,0,"< tres bolsas con pedidos, a las que ella abroch? los papelitos de colores diferentes que hab?a quitado de la pared y conten?an las >",64,6,38,0,0,0,0,0,0,4.003285232,0.01376474,bot
0,0,0,0,0,0,"< tres bolsas con pedidos, a las que ella abroch? los papelitos de colores diferentes que hab?a quitado de la pared y conten?an las >",46,4,38,0,0,0,0,0,0,4.003285232,0.01376474,bot
0,0,0,0,0,0,"< tres bolsas con pedidos, a las que ella abroch? los papelitos de colores diferentes que hab?a quitado de la pared y conten?an las >",36,3,40,0,1,0,0,0,0,4.003285232,0.01376474,bot
0,0,0,0,0,0,01:01 y me dedico a dormir y me joden tocandome la ventana gritando media pilas vecinas.,71,6,44,0,0,0,0,0,0,4.014115751,-0.030505972,bot
0,0,0,1,0,0,1 de marzo de 1994 a las 12:56 :Pattie esta por tener un varon al que llamara Justin Bieber! 20 a?os Ya #HappyBdayJustinFromArgentina,75,4,42,0,0,0,0,0.007518797,0,4.535872091,0.003560009,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 1 te ense?a a creer,43,3,35,0,0,0,0,0.022222222,0,4.133643863,-0.025909457,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 1.- es fuerte a pesar de todo,72,4,41,0,0,0,0,0.018181818,0,4.27643426,0.057093111,bot
0,0,0,1,0,0,1:01 #A rreglemos todo!!,69,0,26,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
0,0,0,1,0,0,1:01 #A rreglemos todo!!,70,3,42,0,1,0,0,0.041666667,0,3.855388542,-0.008806105,bot
0,0,0,1,0,0,1:01 #A rreglemos todo!!,43,7,31,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
0,0,0,1,0,0,1:01 #A rreglemos todo!!,34,2,37,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
0,0,0,1,0,0,1:01 #A rreglemos todo!!,40,4,35,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
0,0,0,0,0,0,10 nuevas canciones,40,5,31,0,0,0,0,0,0,3.471354487,0.015954017,bot
0,0,0,0,0,0,"10% de red bull ,10% de agua de coco , 80% de whisky .. to 100% mt louco (8) lol",74,6,47,0,0,0,0,0,0,4.135382818,0.028788729,bot
0,0,0,0,0,0,"10% de red bull ,10% de agua de coco , 80% de whisky .. to 100% mt louco (8) lol",79,3,32,0,0,0,0,0,0,4.135382818,0.028788729,bot
0,0,0,0,0,0,"10% de red bull ,10% de agua de coco , 80% de whisky .. to 100% mt louco (8) lol",72,12,43,0,0,0,0,0,0,4.135382818,0.028788729,bot
0,0,0,0,0,0,"10% de red bull ,10% de agua de coco , 80% de whisky .. to 100% mt louco (8) lol",49,4,38,0,1,0,0,0,0,4.135382818,0.028788729,bot
0,0,0,0,0,0,"10% de red bull ,10% de agua de coco , 80% de whisky .. to 100% mt louco (8) lol",60,4,44,0,0,0,0,0,0,4.135382818,0.028788729,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 16- por haberme ense?ado a que si sue?o algo y lucho por ello lo voy a lograr,70,1,30,0,0,0,0,0.009708738,0,4.33435454,0.00845286,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 16- por haberme ense?ado a que si sue?o algo y lucho por ello lo voy a lograr,61,1,41,0,0,0,0,0.009708738,0,4.33435454,0.00845286,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 16- por haberme ense?ado a que si sue?o algo y lucho por ello lo voy a lograr,65,13,44,0,0,0,0,0.009708738,0,4.33435454,0.00845286,bot
0,0,0,0,0,0,3 putos dias sin jugar lol porque me sali de una partida porque tenia que irme -.-,65,4,41,0,1,0,0,0,0,3.946495945,-0.026828276,bot
0,0,0,0,0,0,3 putos dias sin jugar lol porque me sali de una partida porque tenia que irme -.-,62,7,34,0,0,0,0,0,0,3.946495945,-0.026828276,bot
0,0,0,0,0,0,"3, 2, 1.. Y ya hay un reguero de idiotas saludando a Marzo!! ??????",89,8,38,0,0,0,0,0,0,4.162631902,0.048510722,bot
0,0,0,0,0,0,"3, 2, 1.. Y ya hay un reguero de idiotas saludando a Marzo!! ??????",58,6,42,0,0,0,0,0,0,4.162631902,0.048510722,bot
0,0,0,0,0,0,"3, 2, 1.. Y ya hay un reguero de idiotas saludando a Marzo!! ??????",53,5,46,0,0,0,0,0,0,4.162631902,0.048510722,bot
0,0,0,0,0,0,"3, 2, 1.. Y ya hay un reguero de idiotas saludando a Marzo!! ??????",35,8,39,0,0,0,0,0,0,4.162631902,0.048510722,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 5 me ense?o a creer que nada es imposible.,76,6,39,0,0,0,0,0.014705882,0,4.339702028,-0.025760875,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 5 me ense?o a creer que nada es imposible.,61,6,44,0,0,0,0,0.014705882,0,4.339702028,-0.025760875,bot
0,0,0,1,0,0,#20ReasonsWhyWeLoveJustin 5 me ense?o a creer que nada es imposible.,60,5,42,0,0,0,0,0.014705882,0,4.339702028,-0.025760875,bot
0,0,0,0,0,0,9 dias nomas ya faltan hay yo no se que voy a ser,65,5,38,0,0,0,0,0,0,3.651836182,-0.042880848,bot
0,0,0,0,0,0,9 dias nomas ya faltan hay yo no se que voy a ser,53,8,41,0,0,0,0,0,0,3.651836182,-0.042880848,bot
0,0,0,2,0,0,"A #NM,le descontrola que #Todos nos Unamos..",57,6,38,0,0,0,0,0.045454545,0,4.129219687,0.016322614,bot
0,0,0,0,0,0,a 1 mes y 5 dias recuerdo que.. ? soy el hombre mas feliz del mundo ! por tener a la mejor de las esposas,72,7,42,0,1,0,0,0,0,3.985280097,0.016711027,bot
0,0,0,0,0,0,a 1 mes y 5 dias recuerdo que.. ? soy el hombre mas feliz del mundo ! por tener a la mejor de las esposas,75,2,36,0,0,0,0,0,0,3.985280097,0.016711027,bot
0,0,0,0,0,0,a 1 mes y 5 dias recuerdo que.. ? soy el hombre mas feliz del mundo ! por tener a la mejor de las esposas,36,6,44,0,0,0,0,0,0,3.985280097,0.016711027,bot
0,0,0,0,0,0,a 1 mes y 5 dias recuerdo que.. ? soy el hombre mas feliz del mundo ! por tener a la mejor de las esposas,64,8,42,0,0,0,0,0,0,3.985280097,0.016711027,bot
0,0,0,0,0,0,A 10 cm del alma tienes a alguien que te ama y no sabe ya que hacer,34,5,44,0,0,0,0,0,0,3.796265309,0.001068025,bot
0,0,0,0,0,0,A 10 cm del alma tienes a alguien que te ama y no sabe ya que hacer,53,3,40,0,0,0,0,0,0,3.796265309,0.001068025,bot
0,0,0,0,0,0,A 10 cm del alma tienes a alguien que te ama y no sabe ya que hacer,43,9,42,0,0,0,0,0,0,3.796265309,0.001068025,bot
0,0,0,0,0,0,A 13 dias de mi cumplea?os <3,60,5,41,0,0,0,0,0,0,3.840402547,-0.01063507,bot
0,0,0,0,0,0,A 13 dias de mi cumplea?os <3,44,2,17,0,0,0,0,0,0,3.840402547,-0.01063507,bot
0,0,0,0,0,0,A 13 dias de mi cumplea?os <3,44,2,37,0,0,0,0,0,0,3.840402547,-0.01063507,bot
0,0,0,1,0,0,"A Agus la cargan co Jere, apa:$ #Mica.",60,4,36,0,0,0,0,0.026315789,0,3.986976278,0.02983984,bot
0,0,0,1,0,0,"A Agus la cargan co Jere, apa:$ #Mica.",45,3,43,0,0,0,0,0.026315789,0,3.986976278,0.02983984,bot
0,0,0,1,0,0,"A Agus la cargan co Jere, apa:$ #Mica.",45,1,37,0,0,0,0,0.026315789,0,3.986976278,0.02983984,bot
0,0,0,0,0,0,A alguien le dieron celos jajajaja,57,1,41,0,0,0,0,0,0,3.617634357,-0.015652245,bot
0,0,0,0,0,0,A alguien le dieron celos jajajaja,43,3,41,0,0,0,0,0,0,3.617634357,-0.015652245,bot
0,0,0,0,0,0,"A bue, eso solo queria poner",77,9,41,0,0,0,0,0,0,3.607010619,0.02512417,bot
0,0,0,0,0,0,"A bue, eso solo queria poner",74,4,37,0,0,0,0,0,0,3.607010619,0.02512417,bot
0,0,0,0,0,0,"A bue, eso solo queria poner",66,7,43,0,0,0,0,0,0,3.607010619,0.02512417,bot
0,0,0,0,0,0,"A bue, eso solo queria poner",66,3,38,0,0,0,0,0,0,3.607010619,0.02512417,bot
0,0,0,0,0,0,A buscar a dimitas y de ahi ya salimos,71,3,41,0,0,0,0,0,0,3.629249224,0.085311434,bot
0,0,0,0,0,0,A buscar a dimitas y de ahi ya salimos,72,9,39,0,0,0,0,0,0,3.629249224,0.085311434,bot
0,0,0,0,0,0,A buscar a dimitas y de ahi ya salimos,81,3,39,0,0,0,0,0,0,3.629249224,0.085311434,bot
0,0,0,0,0,0,"A Ch?vez no lo dejaron, a Maduro no lo dejan. Qui?n no lo Deja? La mitad minoritaria o la mitad mayoritaria ?",73,4,44,0,0,0,0,0,0,4.005604783,-0.034285868,bot
0,0,0,0,0,0,"A Ch?vez no lo dejaron, a Maduro no lo dejan. Qui?n no lo Deja? La mitad minoritaria o la mitad mayoritaria ?",40,4,33,0,0,0,0,0,0,4.005604783,-0.034285868,bot
0,0,0,0,0,0,"A cientos de kil?metros..., incre?ble el magnetismo!!!",49,7,38,0,0,0,0,0,0,4.14006603,0.030793699,bot
0,0,0,0,0,0,"A continuaci?n viene la gente mas idiota de mi inicio, no cambie de canal",294,69,674,0,2,0,0,0,0,3.717190735,0.017495828,bot
0,0,0,0,0,0,"A continuaci?n viene la gente mas idiota de mi inicio, no cambie de canal",72,5,45,0,0,0,0,0,0,3.717190735,0.017495828,bot
0,0,0,0,0,0,"A continuaci?n viene la gente mas idiota de mi inicio, no cambie de canal",47,5,37,0,0,0,0,0,0,3.717190735,0.017495828,bot
0,0,0,0,0,0,"A continuaci?n viene la gente mas idiota de mi inicio, no cambie de canal",67,8,40,0,1,0,0,0,0,3.717190735,0.017495828,bot
0,0,0,0,0,0,"a cualquiera que le guste la music,no paso desapercibido...",89,8,38,0,0,0,0,0,0,4.024189821,-0.017184786,bot
0,0,0,0,0,0,A dar una vuelta por ahi...,78,4,41,0,0,0,0,0,0,3.704349429,0.10985989,bot
0,0,0,0,0,0,A dar una vuelta por ahi...,55,9,42,0,0,0,0,0,0,3.704349429,0.10985989,bot
0,0,0,0,0,0,A dar una vuelta por ahi...,46,4,34,0,0,0,0,0,0,3.704349429,0.10985989,bot
0,0,0,0,0,0,A dar una vuelta por ahi...,39,6,37,0,0,0,0,0,0,3.704349429,0.10985989,bot
0,0,0,0,0,0,A dar una vuelta por ahi...,45,5,46,0,0,0,0,0,0,3.704349429,0.10985989,bot
0,0,0,0,0,0,a dejar todo en la tribuna,43,4,34,0,0,0,0,0,0,3.484684315,0.050735256,bot
0,0,0,0,0,0,A donde estan los que no salen como yo?,82,2,31,0,0,0,0,0,0,3.586308308,-0.017993573,bot
0,0,0,0,0,0,A donde estan los que no salen como yo?,81,3,47,0,1,0,0,0,0,3.586308308,-0.017993573,bot
0,0,0,0,0,0,A donde estan los que no salen como yo?,31,4,45,0,0,0,0,0,0,3.586308308,-0.017993573,bot
0,0,0,0,0,0,?A donde vas cuando los d?as no tienen colores?,54,7,34,0,0,0,0,0,0,3.668861395,0.058572054,bot
0,0,0,0,0,0,?A donde vas cuando los d?as no tienen colores?,42,6,38,0,0,0,0,0,0,3.668861395,0.058572054,bot
0,0,0,1,0,0,A dormir #TwOff,59,11,34,0,0,0,0,0.066666667,0,3.506890596,0.016290672,bot
0,0,0,1,0,0,A dormir #TwOff,65,5,42,0,0,0,0,0.066666667,0,3.506890596,0.016290672,bot
0,0,0,1,0,0,A dormir #TwOff,60,3,35,0,0,0,0,0.066666667,0,3.506890596,0.016290672,bot
0,0,0,0,0,0,A dormir,44,3,36,0,0,0,0,0,0,2.75,0.070876766,bot
0,0,0,0,0,0,A dormir,44,3,37,0,1,0,0,0,0,2.75,0.070876766,bot
0,0,0,0,0,0,a dormir adioooooooooos ! ma?ana va a hacer un dia largooo,60,3,42,0,0,0,0,0,0,3.422613654,0.072806871,bot
0,0,0,0,0,0,a dormir adioooooooooos ! ma?ana va a hacer un dia largooo,47,2,42,0,0,0,0,0,0,3.422613654,0.072806871,bot
0,0,0,0,0,0,a dormir adioooooooooos ! ma?ana va a hacer un dia largooo,43,5,39,0,0,0,0,0,0,3.422613654,0.072806871,bot
0,0,0,0,0,0,A dormir con mi peludito lindo :),47,6,41,0,0,0,0,0,0,3.70304071,-0.064939194,bot
0,0,0,0,0,0,A dormir con mi peludito lindo :),73,6,39,0,0,0,0,0,0,3.70304071,-0.064939194,bot
0,0,0,0,0,0,A dormir con mi peludito lindo :),51,9,46,0,0,0,0,0,0,3.70304071,-0.064939194,bot
0,0,0,0,0,0,A dormir mejor :3,69,2,47,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,72,5,45,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,63,4,40,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,57,10,41,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,1,0,0,0,A dormir mejor :3,55,4,37,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,63,0,47,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,44,3,38,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,A dormir mejor :3,43,3,40,0,0,0,0,0,0,3.292770194,0.056308391,bot
0,0,0,0,0,0,"A dormir que ma?ana a ""correr"" temprano con tutarito (:",36,5,37,0,0,0,0,0,0,3.861998123,0.002083259,bot
0,0,0,0,0,0,"A dormir que ma?ana a ""correr"" temprano con tutarito (:",41,6,37,0,0,0,0,0,0,3.861998123,0.002083259,bot
0,0,0,0,0,0,A dormir! Ha sido un gran d?a ^^ Memorable entre tantos ^^,75,7,43,0,0,0,0,0,0,3.982415413,0.045533027,bot
0,0,0,0,0,0,A dormir! Ha sido un gran d?a ^^ Memorable entre tantos ^^,54,7,41,0,0,0,0,0,0,3.982415413,0.045533027,bot
0,0,0,0,0,0,A dormir! Ha sido un gran d?a ^^ Memorable entre tantos ^^,66,4,36,0,0,0,0,0,0,3.982415413,0.045533027,bot
0,0,0,0,0,0,A dormir! Ha sido un gran d?a ^^ Memorable entre tantos ^^,42,1,37,0,0,0,0,0,0,3.982415413,0.045533027,bot
0,0,0,0,0,0,A dormir(? Lol,59,4,37,0,1,0,0,0,0,3.378783493,0.146701934,bot
0,0,0,0,0,0,A dormir(? Lol,67,8,42,0,0,0,0,0,0,3.378783493,0.146701934,bot
0,0,0,0,0,0,A dormir(? Lol,36,6,33,0,0,0,0,0,0,3.378783493,0.146701934,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",59,9,37,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",73,6,39,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",55,4,37,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",63,20,41,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",60,3,42,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",45,7,35,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,"A dormir, que ya es hora :D",44,8,32,0,0,0,0,0,0,3.782122224,0.047962324,bot
0,0,0,0,0,0,a dormir.,47,5,30,0,0,0,0,0,0,2.947702779,0.014739585,bot
0,0,0,0,0,0,a dormir.,42,5,37,0,0,0,0,0,0,2.947702779,0.014739585,bot
0,0,0,0,0,0,a dormir.,39,1,41,0,0,0,0,0,0,2.947702779,0.014739585,bot
0,0,0,0,0,0,a dormirr,300,71,616,0,0,0,0,0,0,2.641604168,0.071330615,bot
0,0,0,0,0,0,A dormirr,58,8,42,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,a dormirr,48,5,36,0,0,0,0,0,0,2.641604168,0.071330615,bot
0,0,0,0,0,0,A dormirr,60,8,40,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,A dormirr,46,6,38,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,A dormirr,62,4,30,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,a dormirr,48,3,35,0,0,0,0,0,0,2.641604168,0.071330615,bot
0,0,0,0,0,0,a dormirr,45,4,28,0,0,0,0,0,0,2.641604168,0.071330615,bot
0,0,0,0,0,0,A dormirr,41,7,37,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,A dormirr,46,4,35,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,A dormirr,40,5,33,0,0,0,0,0,0,2.641604168,0.140012467,bot
0,0,0,0,0,0,a dormirr,40,4,33,0,0,0,0,0,0,2.641604168,0.071330615,bot
0,0,0,0,0,0,A esos muertos les di vida y ahora nos quieren carpiar,78,4,32,0,0,0,0,0,0,3.872334857,-0.002131841,bot
0,0,0,0,0,0,A esos muertos les di vida y ahora nos quieren carpiar,55,4,44,0,0,0,0,0,0,3.872334857,-0.002131841,bot
0,0,0,0,0,0,A esos muertos les di vida y ahora nos quieren carpiar,49,1,34,0,0,0,0,0,0,3.872334857,-0.002131841,bot
0,0,0,0,0,0,A esta altura de la madrugada yastim ya debe estar re duro.,43,4,34,0,0,0,0,0,0,3.619730173,0.03559684,bot
0,0,0,0,0,0,"A estas alturas,aun dice que ganaron elecciones con ""amplio"" margen",265,87,650,0,0,0,0,0,0,3.995788676,0.056288795,bot
0,0,0,0,0,0,"A estas alturas,aun dice que ganaron elecciones con ""amplio"" margen",65,8,43,0,0,0,0,0,0,3.995788676,0.056288795,bot
0,0,0,0,0,0,"A estas alturas,aun dice que ganaron elecciones con ""amplio"" margen",45,4,45,0,0,0,0,0,0,3.995788676,0.056288795,bot
0,0,0,0,0,0,"A estas hora pareciera que no me siento gorda, pero sigo vaca amiguitos, no se enga?en",75,2,36,0,0,0,0,0,0,3.89782814,-0.064723813,bot
0,0,0,0,0,0,"A estas hora pareciera que no me siento gorda, pero sigo vaca amiguitos, no se enga?en",52,6,39,0,0,0,0,0,0,3.89782814,-0.064723813,bot
0,0,0,0,0,0,A faltado eso en ese momento !!!,67,7,37,0,0,0,0,0,0,3.441428032,0.006649663,bot
0,0,0,0,0,0,A faltado eso en ese momento !!!,67,7,36,0,0,0,0,0,0,3.441428032,0.006649663,bot
0,0,0,0,0,0,A faltado eso en ese momento !!!,39,1,41,0,0,0,0,0,0,3.441428032,0.006649663,bot
0,0,0,0,0,0,"A felicidade n?o se guarda: ? para consumo imediato."" M?rio Quintana",66,6,41,0,0,0,0,0,0,4.16682521,0.017652812,bot
0,0,0,0,0,0,A joder un rato con mis tios .,64,5,43,0,0,0,0,0,0,3.651841114,-0.01518603,bot
0,0,0,0,0,0,A joder un rato con mis tios .,51,4,47,0,0,0,0,0,0,3.651841114,-0.01518603,bot
0,0,0,0,0,0,a juntar platita para mi hermoso tatuaje,61,3,37,0,0,0,0,0,0,3.57507052,0.006193647,bot
0,0,0,0,0,0,a juntar platita para mi hermoso tatuaje,43,11,40,0,0,0,0,0,0,3.57507052,0.006193647,bot
0,0,0,0,0,0,a juntar platita para mi hermoso tatuaje,47,5,36,0,0,0,0,0,0,3.57507052,0.006193647,bot
0,0,0,0,0,0,"a karine lo que te dijo paula era todo joda, no esta enojada teama",67,4,37,0,0,0,0,0,0,3.6357243,-0.059913188,bot
0,0,0,0,0,0,"a karine lo que te dijo paula era todo joda, no esta enojada teama",40,6,33,0,0,0,0,0,0,3.6357243,-0.059913188,bot
0,0,0,0,0,0,"a karine lo que te dijo paula era todo joda, no esta enojada teama",61,7,39,0,0,0,0,0,0,3.6357243,-0.059913188,bot
0,0,0,0,0,0,"a karine lo que te dijo paula era todo joda, no esta enojada teama",57,4,32,0,0,0,0,0,0,3.6357243,-0.059913188,bot
0,0,0,1,0,0,a la #BizzleFest la promociona manaos obvio ajajajajajajaa,35,2,35,0,0,0,0,0.017241379,0,3.728950333,0.049239717,bot
0,0,0,0,0,0,A la v por que me sale un profesor de bachillerato en who to follow,43,7,38,0,0,0,0,0,0,3.909906678,0.065480394,bot
0,0,0,0,0,0,A las 2 vienen al final... ni ganas de esperar una hora,74,4,33,0,0,0,0,0,0,3.727766972,0.032060955,bot
0,0,0,1,0,0,"A las 5 de la ma?anaa, buenaaas nocheeeesss!!! :D estas noches son la ostiaaa jajaja como las echaba de menos (: #Amunt bonaaa niiit",79,2,38,0,0,0,0,0.007575758,0,3.948136371,0.027413477,bot
0,0,0,1,0,0,"A las 5 de la ma?anaa, buenaaas nocheeeesss!!! :D estas noches son la ostiaaa jajaja como las echaba de menos (: #Amunt bonaaa niiit",47,4,39,0,0,0,0,0.007575758,0,3.948136371,0.027413477,bot
0,0,1,1,0,0,"A las 5 de la ma?anaa, buenaaas nocheeeesss!!! :D estas noches son la ostiaaa jajaja como las echaba de menos (: #Amunt bonaaa niiit",57,4,37,0,0,0,0,0.007575758,0,3.948136371,0.027413477,bot
0,0,0,0,0,0,a las candela las tengo re pillas,73,5,47,0,1,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,59,8,44,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,74,4,37,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,70,7,38,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,78,7,41,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,69,8,43,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,34,6,36,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,43,2,46,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,a las candela las tengo re pillas,34,1,44,0,0,0,0,0,0,3.403819408,-0.009514556,bot
0,0,0,0,0,0,A lauti le duele en el medio o.O,43,2,34,0,0,0,0,0,0,3.401210642,0.044609679,bot
1,0,0,0,0,0,A lil ambition can go a long way,285,13,38,0,0,0,0,0,0,3.479030173,0.085651951,bot
0,0,0,0,0,0,A lo mejor esta un poco loca ??,54,3,40,0,1,0,0,0,0,3.62319228,0.010710039,bot
0,0,0,0,0,0,A lo mejor esta un poco loca ??,67,8,40,0,0,0,0,0,0,3.62319228,0.010710039,bot
0,0,0,0,0,0,A lo mejor esta un poco loca ??,62,5,42,0,0,0,0,0,0,3.62319228,0.010710039,bot
0,0,0,0,0,0,A lo mejor esta un poco loca ??,34,6,41,0,0,0,0,0,0,3.62319228,0.010710039,bot
0,0,0,1,0,0,A luca y a mil las antorchas y gaviotas!!! Antes el monstruo s? que gritaba!!! #Vi?a2014,67,9,48,0,0,0,0,0.011363636,0,4.306347751,-0.006462365,bot
0,0,0,1,0,0,A luca y a mil las antorchas y gaviotas!!! Antes el monstruo s? que gritaba!!! #Vi?a2014,48,2,44,0,0,0,0,0.011363636,0,4.306347751,-0.006462365,bot
0,0,0,0,0,0,"A m? me ense?aron a ser agradecida con la gente que sabe querer. Cuando me quieren, quiero y mucho.",68,9,49,0,0,0,0,0,0,3.993374459,-0.040391613,bot
0,0,0,0,0,0,"A m? me ense?aron a ser agradecida con la gente que sabe querer. Cuando me quieren, quiero y mucho.",52,2,38,0,0,0,0,0,0,3.993374459,-0.040391613,bot
0,0,0,0,0,0,"A m? me ense?aron a ser agradecida con la gente que sabe querer. Cuando me quieren, quiero y mucho.",34,6,41,0,0,0,0,0,0,3.993374459,-0.040391613,bot
0,0,0,0,0,0,A mas tierno,64,9,45,0,0,0,0,0,0,3.418295834,0.111562799,bot
0,0,0,0,0,0,A mas tierno,79,3,32,0,0,0,0,0,0,3.418295834,0.111562799,bot
0,0,0,0,0,0,A mas tierno,61,6,43,0,0,0,0,0,0,3.418295834,0.111562799,bot
0,0,0,0,0,0,A mas tierno,61,4,44,0,0,0,0,0,0,3.418295834,0.111562799,bot
0,0,0,0,0,0,"A mi escuela nada mas se le ocurre empezar un dia viernes, viejos pajeros.a",57,4,32,0,0,0,0,0,0,3.878172962,-0.041374546,bot
0,0,0,0,0,0,"A mi escuela nada mas se le ocurre empezar un dia viernes, viejos pajeros.a",46,4,37,0,0,0,0,0,0,3.878172962,-0.041374546,bot
0,0,0,0,0,0,"A mi la Telet?n me parece un acto muy noble, quisiera poder darles todo el dinero que no tengo para ayudarlos.",74,6,47,0,0,0,0,0,0,4.038106021,-0.014692235,bot
0,0,0,0,0,0,"A mi la Telet?n me parece un acto muy noble, quisiera poder darles todo el dinero que no tengo para ayudarlos.",46,7,41,0,0,0,0,0,0,4.038106021,-0.014692235,bot
0,0,0,0,0,0,"A mi la Telet?n me parece un acto muy noble, quisiera poder darles todo el dinero que no tengo para ayudarlos.",40,7,36,0,0,0,0,0,0,4.038106021,-0.014692235,bot
0,0,0,0,0,0,"A mi me gusta la musica de Melendi, es buena. Pero insisto, se esta convirtiendo en el nuevo Arjona..",62,5,35,0,0,0,0,0,0,4.031861752,0.040488724,bot
0,0,0,0,0,0,"A mi me gusta la musica de Melendi, es buena. Pero insisto, se esta convirtiendo en el nuevo Arjona..",36,5,35,0,0,0,0,0,0,4.031861752,0.040488724,bot
