clean,retweet_count,favorite_count,num_hashtags,num_urls,num_mentions,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,url_ratio,hashtag_ratio,mention_ratio,entropy,wavelet_avg,label
�Buscando alta y baja para un alza de confianza extra? �Es hora de probar NeriumFirm! http://t.co/nkPSe0CSBM,0,0,0,0,0,Amy Urbach ,amyurbach,59543,4126,4094,2170,195,http://t.co/8FoNzxwfBu,0,0,0,4.694464361,0.068211002,human
Pq existe a pobreza ?,0,0,0,0,0,Lorraine Rigsby,LorraineRigsby,71,12,44,0,0,0,0,0,0,3.689703732,0.021845335,bot
RT @SergioNovelli: Hablamos de Econom�a en @albaysergio @CircuitoOnda con @Janabadi @saryle,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.054945055,4.427502516,-0.001521126,bot
"RT @Nacho_MG: Soy ESCRITOR, tengo PROYECTOS, busco DIBUJANTES, y que sean RAPIDITOS. (�ltimo p�rrafo) http://t.co/DUMpzuCRY0",7,0,0,1,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0.008064516,0,0.008064516,5.237728368,0.015560607,human
"Relaxando con Cookie, pensando en el futuro.  @ WSI Nueva Las Condes http://t.co/ApwS0HYp",0,0,0,1,0,Paul Urmston,paulurmston,2755,132,174,37,3,http://t.co/jBMAHT5jpG,0.011235955,0,0,4.634203473,-0.002123373,human
A dormir! Ha sido un gran d�a ^^ Memorable entre tantos ^^,0,0,0,0,0,Zoila Chriss,ZoilaChriss,66,4,36,0,0,0,0,0,0,3.982415413,0.01794916,bot
Yyyy dale no seas t�mida rompe abusadora trepate a la cama y hazme tuyo ahoraaa,0,0,0,0,0,Fonda Wellspeak,FondaWellspeak,55,6,36,0,1,0,0,0,0,3.803251636,0.007096072,bot
Me voy a tener que bancar a los profesores,0,0,0,0,0,Vennie Woodfolk,VennieWoodfolk,61,3,46,0,0,0,0,0,0,3.719349268,-0.024998141,bot
"""@MaricelMdn: Diganme que no soy la �nica con el whatsapp loco! ",0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.015625,4.257223574,-0.031878191,bot
RT @MLTizz: @annaveiro_ amiga dios lo quiera que si Hala Madrid!!! :),1,0,0,0,2,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0,0.028985507,4.289978518,-0.087522978,human
"Estudiar econom�a, sabiendo que ma�ana hay gente que no tiene clases no mola. Pero nada.",0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,4.073046168,-0.037834634,human
adorooo a mis viejas chismosas!!! que vivannn los guanduleeees @kimerymf @CinSuazoG,0,0,0,0,2,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.024096386,4.297275464,-0.041521928,bot
"Y yo estoy aqui, loco por volverla a ver",0,0,0,0,0,Nadine Lennihan,NadineLennihan,44,1,37,0,0,0,0,0,0,3.689822782,-0.063898383,bot
@trbickmore haha :(,0,0,0,0,1,Ben Barrett,ChaosSmurf,78147,1059,713,880,42,http://t.co/SubpjdoUlw,0,0,0.052631579,3.826874882,-0.103453197,human
"""Solo ganamos si tu ganas hijo mio""",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.62559186,-0.027319683,human
Yo cierro los ojos despues de verme al espejo y a Dios le pido dejarme llegar muy lejos (8,0,0,0,0,0,Elene Chartraw,EleneChartraw,52,3,42,0,0,0,0,0,0,3.81708361,0.001403692,bot
RT @yisucrist: chica: me gustan los tios k me hagan reirpayaso: ola*rt si yoraste x sta bonita historia d amor,1546,0,0,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.009090909,4.093545275,-0.100844044,human
Sr. Presidente a uds que les encantan hacer listas. Hagan una de los cr�menes de lesa humanidad por los que ser�n condenados.,0,0,0,0,0,Brittani Roitman,BrittaniRoitman,42,2,38,0,0,0,0,0,0,3.98520485,0.006914583,bot
RT @realmadrid: �SAB�AS QUE? �El Madrid es el equipo menos goleado a domicilio de la Champions con un solo tanto encajado! �GRANDES! http:/�,1229,0,0,0,1,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0,0.007142857,4.688651621,-0.018395098,human
"@KWEENLUKE me gusta m�s la primera, amoreeee",0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,4.083765141,-0.003173491,human
RT @Alcocacolico: -�Desea traducir la p�gina?-No.-�Desea traducir la p�gina?-No.-�Desea traducir la p�gina?-S�...-No ha sido posible �,2227,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.007462687,4.555470349,0.031394439,human
"Ojal� que me despierte y no busque razones. Ojal� que empezara de cero,y poderle decir que he pasado� https://t.co/TF3AMUDv9H",0,1,0,1,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0.008,0,0,4.630426067,-0.034951805,human
Quiero verano.,3,3,0,0,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0,3.378783493,-0.02268008,human
RT @HoyporHoySER: Como siempre @Chemaparis nos deleita con sus canciones para ilustrar 'Las Preguntas de Pati�o'http://t.co/dqKMvla4,2,0,0,1,2,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.007575758,0,0.015151515,4.694301884,-0.041936487,human
Alguien que me de trabajo para donar a la teleton.,0,0,0,0,0,Zoraida Freeland,ZoraidaFreeland,74,8,45,0,0,0,0,0,0,3.81455575,0.0018397,bot
Gracias :* RT @ArianaSayonara: Happy Bday @RafielaMorales have fun day girl... God Bless you :)),0,0,0,0,2,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.020833333,4.451162826,-0.000993909,bot
RT @nicogesemondo: #0GanasDe ir al colegio ma�ana,82,0,1,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0.020408163,0.020408163,4.1170756,-0.091336814,human
"@LS_kuro ya tengo el 74% En el 8] no he dormido, Lore!!",0,0,0,0,1,Vâˆ†N,Kuiggert,11525,239,431,756,3,http://t.co/1wVeQaMOMy,0,0,0.018181818,4.278033563,-0.047888643,human
Mi viejo se puso a escuchar fili wey en el auto jajajajaja es un person,0,0,0,0,0,Carlita Lonn,CarlitaLonn,56,2,39,0,0,0,0,0,0,3.82330667,0.023372081,bot
TT! Hahahhahaha! RT @MaricelMdn: Y Cuando menos te lo esperas muere la ultima mariposa en tu estomago...,0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.009615385,4.2654551,-0.041289292,bot
Quiero aprender alem�n jdr,0,0,0,0,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0,3.671405583,0.009223684,human
"""Pru�bame que esto puede ser algo m�s que un terco amor""",0,1,0,0,0,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0,3.93068378,-0.044860927,human
Predicar sin dar trigo http://t.co/pxIoi21K0j v�a @La_SER,0,0,0,1,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.01754386,0,0.01754386,4.727283874,0.023066836,human
"Hoy a partir de las 4:00 PM abre formalmente sus puertas 4Zero8 Drink, Familiar, Acogedor y sobre todo Barato, ... http://t.co/baLWJrl6",0,0,0,1,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.007407407,0,0,4.655555552,0.002293254,bot
Nunca lo voy a superar??????,0,0,0,0,0,Terresa Natiello,TerresaNatiello,57,1,41,0,1,0,0,0,0,3.583616975,0.0230317,bot
"@Criistvs pero est� ejemplificando si una relaci�n sexual com�n n/consentida, es tambi�n violaci�n. S�, lo es, pero es distinto el sentido.",0,0,0,0,1,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0,0.007194245,4.29898523,0.021667473,human
"no pens� que me iba a dormir, pero se me part�a la cabeza",0,0,0,0,0,Enda Dagg,EndaDagg,46,1,37,0,0,0,0,0,0,3.857676305,-0.08399601,bot
Viendo una peli en la que sale Morgan Freeman y al escucharlo me he acordado de @josefer26209174 .,0,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.010204082,4.301186695,0.017788129,human
Le doy gracias a Dios por cuidarme siempre.,0,0,0,0,0,Scarlett Heward,ScarlettHeward,66,4,36,0,0,0,0,0,0,3.817863372,0.031925862,bot
@vodafone_es muchas gracias,0,0,0,0,1,Entre coche y anden,Nicalandia,532,71,89,95,1,0,0,0,0.037037037,3.986187965,0.013135956,human
Brenda y yo vamos a andar de gato ;) (kuak!) jajajaja,0,0,0,0,0,Temple Ricciardi,TempleRicciardi,49,5,44,0,0,0,0,0,0,3.82635812,0.033174464,bot
Siempre aguardas lo peor por eso nada te sorprende.,0,0,0,0,0,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0,3.67457602,-0.103957736,human
#NowPlaying la canci�n What Is Hip? de Tower Of Power en #Spotify Empezamos moviendo la cadera http://t.co/JJq6dGM6tl,0,0,2,1,0,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.008547009,0.017094017,0,4.841304118,0.060761078,human
Viva La Fiesta #santabarbara,0,0,1,0,0,Tobiâ˜€,tobibeth1,3505,1454,1998,676,7,0,0,0.035714286,0,3.423251797,-0.106342686,human
Me hab�an invitado a ese concierto pero no que pereza.,0,0,0,0,0,Claretta Hock,ClarettaHock,36,2,36,0,0,0,0,0,0,3.916769336,-0.06959365,bot
"""@MakaPna: En la vida solo se miente a la polic�a...""",0,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.018867925,4.061811728,-0.02159995,human
"RT @Efemerides_es: Un d�a como hoy, en 1941, nac�a el historietista Iv�, creador de ""Makinavaja"" e ""Historias de la Puta Mili"". http://t.co�",17,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.007142857,4.711522363,-0.006573002,human
Mateo me regalo un yogursito #Yogurt #Danonino http://t.co/xQmoV5xKLO,0,0,2,1,0,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0.014492754,0.028985507,0,4.540119971,-0.044794269,human
"Acabo de ver el final de mi novela, mueeeero, llor� y llor� pero me declaro enamorada se Do Min Joon y Cheon Song Yi... #MyLoveFromTheStars",0,0,1,0,0,Rebekah Pangborn,RebekahPangborn,67,4,31,0,0,0,0,0.007194245,0,4.311858773,-0.049239617,bot
"@Amandolospyl No sos la unica,yo tambien creia que fue martina",1,0,0,0,0,Marco,PeterLaliOK,9053,243,965,272,0,,0,0,0,4.166938247,0.005355247,bot
y despues de todo eso.. pidele Volar.,0,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,3.573525663,0.019177577,bot
Cuanto tiempo vamos a esperar.,0,0,0,0,0,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0,3.723231429,0.032781917,human
La loca est� contando sus primeras borracheras. Arranc� a los trece. DESDE CHIQUITA ERAS BORRACHA! Enferma.,0,0,0,0,0,Sherry Orduno,SherryOrduno,57,5,44,0,0,0,0,0,0,4.631418922,-0.054201154,bot
En #TopChefRectaFinal el chef invitado demuestra que sabe. Buena.,3,0,1,0,0,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0.015384615,0,4.386925313,0.010837344,human
Ba�o de pies a cabeza ? escuchar mi playlist para dormir? dejar todo listo para ma�ana?-Ya en ... http://t.co/r3piMxOW,0,0,0,1,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.008474576,0,0,4.442965774,-0.040594568,bot
Hasta en los Best Buy puedes encontrar comida. http://t.co/BF559otk,0,0,0,0,0,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0,4.366233737,0.038036491,human
RT @MejoresTwits: Este soy yo cuando acabe los ex�menes... https://t.co/QhnURs36Y8,410,0,0,1,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0.012195122,0,0.012195122,4.695115725,-0.118489327,human
@SylviaPasquel buenusimos d�as :-),0,0,0,0,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.029411765,4.256149238,-0.030036284,human
"Quiero que empiecen las clases,ah� va a empezar mi vida B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966564744,0.068488631,bot
Se me tranca el muslo lol,0,0,0,0,0,Elvie Stavrou,ElvieStavrou,80,9,43,0,0,0,0,0,0,3.429275071,-0.159829914,bot
Y @RobertDowneyJr ya tiene Instagram verificado tras darlo a conocer anoche: http://t.co/lc8F9YDhSd,0,0,0,1,1,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0.01010101,0,0.01010101,4.577365038,-0.022131191,human
Lo que la quiero a silvi es impresionante,0,0,0,0,0,Toi Tersigni,ToiTersigni,64,1,39,0,0,0,0,0,0,3.720102543,0.00724346,bot
@pepephone Solucionado! Ha durado un par de horas aproximadamente,0,0,0,0,1,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0.015384615,3.974130461,0.027241967,human
"RT @Fgarea: Europa hoy, entre el franc�s y el griego.",56,0,0,0,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0,0,0.018867925,4.234363558,-0.024341049,human
RT @blancarayamtzab: Ooooye @AngelBiedma cuando ten�is pensado hacer la cena??,1,0,0,0,2,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.025641026,4.376892632,-0.038407794,human
"#ElEstudiantedelaUASD Sabe rendir 250 peso! Pa too el dia! Incluye comida, pasaje y  fotocopia.",0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.010526316,0,4.509617615,0.026012793,bot
Luis abinader ! En el Canal 5!!!! :D @luisabinader,0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.02,3.91127238,-0.010322045,bot
Yo sigo esperando a Tommy Torres para llorars.,0,0,0,0,0,Doretta Lynott,DorettaLynott,63,8,38,0,0,0,0,0,0,3.718441033,-0.03943584,bot
"Te deseo lo mejor hoy y siempre, a pesar de todo sos tremendo pibe. te adoro.",0,0,0,0,0,Lien Swoboda,LienSwoboda,42,6,42,0,0,0,0,0,0,3.738336394,-0.030838391,bot
domingo ven a mi,0,0,0,0,0,Melda Binion,MeldaBinion,51,4,43,0,0,0,0,0,0,3.202819531,-0.038415047,bot
@_mccutiekins problemas de que ? Hahaha no mas eres mi amiga mensa,0,0,0,0,1,Yuung.K,K_smaacks,7837,233,196,630,0,0,0,0,0.015151515,4.050764798,-0.06971067,human
@MAGNETIE puede ser...,0,1,0,0,1,The Legend,TheLegendPR,2323,158,152,744,3,http://t.co/Ctvmxny1Dn,0,0,0.045454545,3.845350937,0.010165163,human
Juraba que este tipo era Pinilla http://t.co/rlMcoLjHPs,0,0,0,1,0,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0.018181818,0,0,4.383289659,-0.025964265,human
ME CIENTO DIOS JAJAJA,0,0,0,0,0,Edie Whipple,EdieWhipple,63,3,45,0,1,0,0,0,0,3.427333494,-0.066398358,bot
encima que ando medio castigado se da el lujo de caer a mi casa a las 2,0,0,0,0,0,Rachele Woodrow,RacheleWoodrow,56,6,37,0,0,0,0,0,0,3.631090109,-0.005539448,bot
como extraniaba a mis amigos!!!!!,0,0,0,0,0,Melani Ikerd,MelaniIkerd,65,1,38,0,0,0,0,0,0,3.605486742,-0.049705546,bot
@Ashton5SOS de que vas,0,0,0,0,1,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0.045454545,3.970573096,0.107180497,human
Esta cabron.... http://t.co/fxDO8mBgvX,0,0,0,1,0,Enrique Kates,eckates,11405,819,2000,0,19,http://t.co/gAa6cVM0Fe,0.026315789,0,0,4.396229409,-0.021383395,bot
"@jpaxtell @wsichile jajaja!! Nice! :p. Como dices, ojal� pueden ver mas que su egos y enfocar mas en problemas, pero dudo mucho.",0,0,0,0,1,Paul Urmston,paulurmston,2755,132,174,37,3,http://t.co/jBMAHT5jpG,0,0,0.0078125,4.435764574,-0.004206428,human
"RT @sophimania: #Per�: advierten que Fen�meno de El Ni�o costero d�bil empezar�a a mediados del oto�o, en mayo http://t.co/e6jVvmgz6z http:�",24,0,1,1,1,Russell Anthony Lyon,RussLyon2,1313,243,832,117,10,https://t.co/8pMy9ZgSGG,0.007142857,0.007142857,0.007142857,4.743706285,-0.07865814,human
a quien se le ocurre ponerme de portera! -.-' #LoPerroJugandoFutbol,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.014925373,0,4.217262415,-0.047787879,bot
"Y pensar que hace 4 a�os mi papa me dijo que en unos meses no me iba a gustar mas...Holi, aca sigo.",0,0,0,0,0,Lynsey Luken,LynseyLuken,74,3,34,0,0,0,0,0,0,4.020208316,-0.056276179,bot
RT @tjcope: �Qu� golazo de LEWANDOWSKI! https://t.co/IPZHdWkebz#TiempodeJuego,367,0,1,1,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0.012987013,0.012987013,0.012987013,5.129788164,-0.084256392,human
RT @jorgeramosnews: Leonel Fern�ndez no ha contestado mi solicitud de entrevista. �Alguien lo ha visto por all�?,1116,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.008928571,4.392787563,-0.031496148,bot
El que nace pobre y feo tiene grandes posibilidades de que al crecer se le desarrollen ambas condiciones.,0,0,0,0,0,Enrique Kates,eckates,11405,819,2000,0,19,http://t.co/gAa6cVM0Fe,0,0,0,3.91710377,-0.020048934,bot
RT @sdpnoticias: "Se nos fue un se�or": Templarios insisten en Facebook con muerte de "La Tuta" http://t.co/QEqTdfXhJD,6,0,0,1,1,0,0,0,0,0,0,0,0,0.008474576,0,0.008474576,4.635461246,-0.039406329,bot
Del otro lado,0,0,0,0,0,Marco,PeterLaliOK,9053,243,965,272,0,,0,0,0,3.026986833,-0.005910719,bot
"Hoy concierto de Mendetz, primera vez que les voy a ver en directo, a ver qu� tal.",0,0,0,0,0,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0,4.05074084,-0.016354814,human
"Hoy le pido a la luna, que me alarge esta noche y que alumbre con fuerza este sentimiento y bailen los corazones 8'",0,0,0,0,0,Vera Sadlow,VeraSadlow,61,12,36,0,0,0,0,0,0,4.056646157,-0.049718805,bot
Yo sabia que no era la unica que ama a brian c': kgfodfjufuwjedo papasito(?) xD,0,0,0,0,0,Sari Malick,SariMalick,82,2,25,0,1,0,0,0,0,4.328011474,-0.02603693,bot
@tylarbaybay te ves como bot�n,0,0,0,0,1,T-SAW,wynnboy2,8902,447,197,1910,0,0,0,0,0.033333333,3.781076012,0.093169725,human
"le mande un mensaje super tierno a Mati, soy la mejor hermana",0,0,0,0,0,Ophelia Amsdell,OpheliaAmsdell,76,6,34,0,0,0,0,0,0,3.818857866,0.019380251,bot
"@TomasFolmer Cabeza* TOMI, SOS UN LOQUILLO :3",0,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.022222222,4.446974207,-0.052752466,human
@ValeriaBlancoL Felizzz a�o nuevo Piolina. Ma�anas vas al show de @Manoella_Torres?,0,0,0,0,2,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.024096386,4.252497379,0.052584016,human
Dar�o le tiene cari�o a Flavio jajaja ,0,0,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.026315789,0,3.607861226,-0.035086281,human
"RT @ItsCecisLife: @KatiaKatxx @alivve_ @itsjustloree Mira, llega a entrar por la puerta y celebrais mi cumplea�os sin mi ",1,0,0,0,4,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0.033057851,4.37562684,-0.022349824,human
"Oye, el loco es enorme, le lleva como 10 cent�metros a la Carola de Moras con tacos.",0,0,0,0,0,Fe Beaton,FeBeaton,305,39,826,0,1,0,0,0,0,3.849271782,0.07093956,bot
Viendo el ep de los Simpsons de King Homer recorde la escena de himym cuando Barney dice que su televisor vino en 1 remolcador como KingKong,0,0,0,0,0,Beatriz â�?€ â˜ƒ,beparmurma,28817,854,556,216,12,http://t.co/iGJXK6V59r,0,0,0,4.056820124,0.028139369,human
Perplejidad http://t.co/4V1k5uE99W v�a @La_SER,0,0,0,1,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.02173913,0,0.02173913,4.892702173,-0.001600753,human
RT @cecysanv: Excelente libro #MediaNocheEnMexico del gran @ajcorchado. Lo disfrut� mucho.,2,0,1,0,2,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0.011111111,0.022222222,4.603073309,-0.066456201,human
Vi a los Descalzos y ahora est�n dando Belleza Americana. Back to 1999.,0,0,0,0,0,Lina Bedson,LinaBedson,79,4,42,0,0,0,0,0,0,4.191538409,0.004581926,bot
RT @arminamina24: ' Aba Matindeeeee Janice de Belen! Nanay ni Margaux(Maja Salvador) nanay ni Budoy(Gerald Anderson) you already! :D #GoodJ�,3,0,1,0,1,TYSM BETHANYVEFUEH,northemmosphere,172402,11781,12621,185467,135,https://t.co/fTHXkk7OPm,0,0.007142857,0.007142857,4.521360974,-0.045661555,human
Volviendo de ver la nueva exposici�n de @camaraoscuragal,0,0,0,0,1,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0.017857143,4.019909272,0.047618541,human
"@BlueDemonjrGracias por el follow,  estamos en contacto. Abrazo",0,0,0,0,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.015873016,4.259203242,0.063122813,human
"No hace falta br�jula, con los cojones bien grandes encontrare el norte",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.924593497,-0.002101587,human
@kimerymf perooo porrr favorr de trajeee y con sombreroo pero faltaba mass!,0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.013333333,3.86746917,0.024086789,bot
Hace mucho que no platicaba con Charlie,0,0,0,0,0,Carolee Reisdorf,CaroleeReisdorf,76,5,46,0,0,0,0,0,0,3.884653745,-0.118401451,bot
"@Sylvyarueda Yo soy de espa�a tambien, donde lo viste??",0,0,0,0,1,Beatriz â�?€ â˜ƒ,beparmurma,28817,854,556,216,12,http://t.co/iGJXK6V59r,0,0,0.018181818,4.169919887,-0.04704622,human
Lazos que acaban enredaos entre su pelo,0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.724021373,-0.037512431,human
ya fue no se me va a secar la levita para ma�na y no ahi me pierdo un corso yo ma�ana salgo disfrazada,0,0,0,0,0,Charlene Toenjes,CharleneToenjes,69,7,42,0,0,0,0,0,0,3.833575357,-0.002037288,bot
hoy si que me van a tener podrida con el cumplea�os de justin putete* jajaajaj,0,0,0,0,0,Hyun Paolino,HyunPaolino,58,2,40,0,0,0,0,0,0,4.023075496,-0.026731638,bot
RT @esomeecards: Detr�s de cada... http://t.co/UXPCcpYR9k,421,0,0,0,1,Dolly Noecker,DollyNoecker,343,82,874,0,0,0,0,0,0.01754386,4.495366664,-0.047817291,bot
RT @Telemundo: Jes�s es llevado con Caif�s. #NowWatching #LaBiblia http://t.co/14j6hNLVNN,9,0,2,0,1,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.02247191,0.011235955,4.96587055,-0.01772758,human
"este pa�s es una burla, Gran Cosa martha heredia!! Estamos atravesando cosas peores y mira de lo q esta lleno mi TL de esa idiota!",0,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,4.039393486,-0.018265606,bot
RT @PunkyEnfurecido: La culpa es de los videojuegos que son muy violentos. #AgresorBallestaEP http://t.co/EZY0FjMbFE,515,0,1,0,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0,0.00862069,0.00862069,4.881090096,-0.050097869,human
"RT @Proscojoncio: -Te dejas solamente el bigote y as� puedes ir de Tao Pai Pai y yo de Goku.-Que no voy contigo al Expomanga, ��igo. http:�",4402,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.007194245,4.526908214,-0.037325693,human
saca esa musik a,0,0,0,0,0,Cira Raupp,CiraRaupp,47,1,41,0,0,0,0,0,0,2.905639062,0.116337898,bot
ONU N. Familiares de los 43 estudiantes desaparecidos en M�xico piden justicia en la ONU: Familiares de los 43... http://t.co/K94GNWnSMs,0,0,0,1,0,Desastres Naturales ,ADN_SUAPT,72102,726,28,165,23,https://t.co/JV2RyV3lRO,0.007352941,0,0,4.571213434,-0.023159287,human
Puedes cerrar los ojos a las cosas que no quieras ver.,0,0,0,0,0,Jerica Gomzales,JericaGomzales,54,1,41,0,0,0,0,0,0,3.644436589,-0.050225004,bot
"""Si me hice polvo fue pa' que me consumieras, si me hice a trozos fue para que te quedaras.""",0,0,0,0,0,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0,4.06342018,0.011022221,human
"RT @AlbertoCiurana: Me gusta la genteque sin motivos te buscan,que sin mirarte te quiereny sin ataduras se quedan.",193,0,0,0,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.00877193,4.159837273,-0.020116245,human
Soy top y quiero much�simo a hernan,0,0,0,0,0,Fidelia Bulkeley,FideliaBulkeley,78,5,55,0,0,0,0,0,0,3.943289445,0.046364072,bot
"""Hora de Aventura"" y serie original ""Marco Polo"" lideran renovaci�n de cat�logo de Netflix  en diciembre http://t.co/KPZBea1Cp8",0,0,0,1,0,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0.007874016,0,0,4.589273123,0.051413032,human
